question_id,topic,difficulty,question,gold_answer,generated_answer,gold_article_keys,retrieved_article_keys,retrieved_citations,token_f1,rouge_l,retrieval_gold_available,citation_present,citation_gold_match,grounded_citation_score,error_type_auto
Q016,Borçlar Hukuku,medium,"""Aşırı yararlanma"" (Gabin) davasında hak düşürücü süreler ne zaman başlar?","Aşırı yararlanma sebebiyle sözleşmenin iptali veya edimler arasındaki oransızlığın giderilmesi talebi, zarar görenin bu durumu öğrendiği tarihten itibaren bir yıl ve her hâlde sözleşmenin kurulduğu tarihten itibaren beş yıl içinde ileri sürülmelidir.","1. **Kısa cevap:**  
""Aşırı yararlanma"" (Gabin) davasında hak düşürücü sürelerin başlangıcı doğrudan verilen bir mevzuat metninde belirtilmemiştir. Bu tür davalarda hak düşürücü sürelerin başlangıcı, genel hukuk kuralları ve ilgili kanunlarda belirtilen genel ilkeler doğrultusunda değerlendirilmelidir.

2. **Şartlar / açıklama:**  
""Aşırı yararlanma"" davaları, genellikle Türk Borçlar Kanunu'nun 157 ve 158. maddeleriyle ilgili olmakla birlikte, bu maddelerde doğrudan ""aşırı yararlanma"" davasına özel bir süre başlangıcı belirtilmemiştir. Hak düşürücü sürelerin başlangıcı, genel olarak alacak sahibinin hakkını öğrenmesi veya öğrenmesi gerektiğine inanmasıyla başlar. Ancak bu durumda da doğrudan bir mevzuat metni ""aşırı yararlanma"" davasına özel bir süre başlangıcı belirtmemektedir.

3. **Dayanak maddeler:**  
- **Türk Borçlar Kanunu m.157:** Zamanaşımı, dava veya def’i ile kesildiğinde, tarafların yargılamaya ilişkin her işleminden sonra yeniden işlemeye başlar.  
- **Türk Borçlar Kanunu m.158:** Dava veya def’i reddedilmişse ve o arada zamanaşımı veya hak düşürücü süre dolmuşsa, alacaklı 60 günlük ek süre içinde haklarını kullanabilir.  

4. **Not / sınırlılık:**  
Verilen bağlamda doğrudan ""aşırı yararlanma"" davasına ilişkin bir hak düşürücü süre başlangıcı belirtilmemiştir. Bu tür davalarda genel hukuk ilkeleri ve ilgili kanunlarda belirtilen genel süre başlangıcı kuralları uygulanabilir. Ancak bu durum",1_5_6098_MADDE_28,1_5_6100_MADDE_142; 1_5_6102_MADDE_1189; 1_5_5237_MADDE_66; 1_5_6101_MADDE_5; 1_5_4721_MADDE_300; 1_5_5237_MADDE_73; 1_5_6102_MADDE_60; 1_5_6098_MADDE_158; 1_5_6098_MADDE_157; 1_5_5187_MADDE_26,HUKUK MUHAKEMELERİ KANUNU m.142 | TÜRK TİCARET KANUNU m.1189 | TÜRK CEZA KANUNU m.66 | TÜRK BORÇLAR KANUNUNUN YÜRÜRLÜĞÜ VE UYGULAMA ŞEKLİ HAKKINDA KANUN m.5 | TÜRK MEDENİ KANUNU m.300 | TÜRK CEZA KANUNU m.73 | TÜRK TİCARET KANUNU m.60 | TÜRK BORÇLAR KANUNU m.158 | TÜRK BORÇLAR KANUNU m.157 | BASIN KANUNU m.26,0.0751173708920187,0.0657276995305164,0.0,1.0,0.0,0.0,retrieval_miss
Q152,Ceza Muhakemesi Hukuku,medium,Arama kararı verilebilmesi için hangi ölçü gerekir?,Arama yapılabilmesi için şüpheli veya sanığın yakalanabileceği ya da suç delillerinin elde edilebileceği hususunda makul şüphe bulunmalıdır.,"1. **Kısa cevap**  
Arama kararı verilebilmesi için makul sebeplerin oluştuğunun gerekçeleriyle birlikte gösterilmesi gerekir.

2. **Şartlar / açıklama**  
Arama kararı verilebilmesi için aramanın gerekçesi ve makul sebepleri açıkça belirtilmelidir. Bu gerekçeler, aramanın gerekliliğini ve orantılılığını göstermelidir. Ayrıca, aramanın yapılacağı yer, zaman ve kapsamı da kararda belirtilmelidir. Bu şartlar, aramanın hukuka uygun ve orantılı bir şekilde yapılmasını sağlar.

3. **Dayanak maddeler**  
- **POLİS VAZİFE VE SÜREÇ KANUNU m.9**  
- **TÜRK SİLAHLI KUVVETLERİ İÇ HİZMET KANUNU m.56**

4. **Not / sınırlılık**  
Bu şartlar genel arama usulüne ilişkin hükümlerdir. Konutta veya kamuya açık olmayan yerlerde arama kararı verilmesi özel şartlara tabidir ve bu durumda hukuka aykırı olabilecek uygulamalardan kaçınılmalıdır.",1_5_5271_MADDE_116,1_4_213_MADDE_142; 1_3_2559_MADDE_9; 1_4_211_MADDE_56; 1_5_5271_MADDE_119; 1_5_6491_MADDE_6; 1_5_5271_MADDE_117; 1_5_5271_MADDE_118; 1_3_3894_MADDE_61; 1_5_5271_MADDE_120; 1_3_3780_MADDE_65,VERGİ USUL KANUNU m.142 | POLİS VAZİFE VE SALȂHİYET KANUNU m.9 | TÜRK SİLAHLI KUVVETLERİ İÇ HİZMET KANUNU m.56 | CEZA MUHAKEMESİ KANUNU m.119 | TÜRK PETROL KANUNU m.6 | CEZA MUHAKEMESİ KANUNU m.117 | CEZA MUHAKEMESİ KANUNU m.118 | DENİZDE ZABT VE MÜSADERE KANUNU m.61 | CEZA MUHAKEMESİ KANUNU m.120 | MİLLİ KORUNMA KANUNU m.65,0.0793650793650793,0.0476190476190476,0.0,1.0,0.0,0.0,retrieval_miss
Q149,Ceza Hukuku,medium,Güvenlik tedbirleri ceza dışında neyi ifade eder?,"Güvenlik tedbirleri, failin veya tehlikeliliğin durumuna göre ceza dışında uygulanan ve kanunda düzenlenen hukuki sonuçlardır.","1. **Kısa cevap**  
Güvenlik tedbirleri ceza dışında, **koruma ve önleme amaçlı, ceza niteliği taşımayan tedbirler**i ifade eder.

2. **Şartlar / açıklama**  
Güvenlik tedbirleri, genellikle suç işleyen kişilerin toplum üzerindeki tehditlerini azaltmak, yeniden suç işlemelerini önlemek veya bireyin iyileştirilmesi ve sosyalleştirilmesi amacıyla uygulanır. Bu tedbirler, ceza gibi cezai nitelik taşımaz; yerine **önleyici, koruyucu ve tedavi edici** niteliktedirler. Özellikle akıl hastaları, uyuşturucu bağımlıları ve özel tehlikeli bireyler gibi durumlarda uygulanabilirler.

3. **Dayanak maddeler**  
- **CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.45**  
- **CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.3**  
- **TÜRK CEZA KANUNU m.57**

4. **Not / sınırlılık**  
Güvenlik tedbirleri, ceza infazından ayrı bir kavramdır ve genellikle **iyileştirme, koruma ve toplum güvenliği** gibi hedefler doğrultusunda uygulanır. Bu tedbirlerin uygulanması, bireyin durumuna ve mahkeme kararıyla belirlenen şartlara bağlıdır.",1_5_5237_MADDE_53,1_5_5275_MADDE_45; 1_5_5275_MADDE_37; 1_5_5275_MADDE_115; 1_5_5275_MADDE_104; 1_5_5237_MADDE_57; 1_5_5275_MADDE_49; 1_5_5275_MADDE_3; 1_5_5275_MADDE_8; 1_5_5275_MADDE_6; 1_5_5275_MADDE_50,CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.45 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.37 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.115 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.104 | TÜRK CEZA KANUNU m.57 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.49 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.3 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.8 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.6 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.50,0.0927152317880794,0.0662251655629139,0.0,1.0,0.0,0.0,retrieval_miss
Q090,Ceza Muhakemesi Hukuku,medium,Naip hakim görevlendirilmesinin amacı nedir?,"Mahkeme, delillerin toplanması veya belirli işlemlerin yapılması için üyelerinden birini naip hakim olarak görevlendirebilir.","1. **Kısa cevap:**  
Naip hâkim görevlendirilmesinin amacı, mahkeme başkanı tarafından mahkemenin uyumlu, verimli ve düzenli çalışmasının sağlanması ve bu doğrultuda gerekli önlemlerin alınmasıdır.

2. **Şartlar / açıklama:**  
Naip hâkim, mahkeme başkanı tarafından belirli tahkikat işlemlerinin yapılmasında görevlendirilir. Bu görevlendirme, toplu mahkemede iş veya dava ile ilgili tahkikatın heyetçe yürütüldüğü durumlarda yapılır. Naip hâkim, mahkeme başkanının yetkisi çerçevesinde görev alır ve mahkemenin işleyişini desteklemekle yükümlüdür.

3. **Dayanak maddeler:**  
- **HUKUK MUHAKEMELERİ KANUNU m.183/3:** ""Tahkikatın heyetçe yürütüldüğü iş veya davalarda mahkeme başkanı, belirli bazı tahkikat işlemlerini yapmak üzere, üyelerden birini naip hâkim olarak görevlendirebilir.""

4. **Not / sınırlılık:**  
Naip hâkim görevlendirmesi yalnızca toplu mahkemede iş veya dava ile ilgili tahkikatın heyetçe yürütüldüğü durumlarda ve mahkeme başkanı tarafından yapılır. Bağlamda bu çerçeveden öte bir genel amaca dair bilgi bulunmamaktadır.",1_5_5271_MADDE_180,1_5_6100_MADDE_183; 1_5_2802_MADDE_1; 1_5_2802_MADDE_47; 1_5_6216_MADDE_31; 1_5_2802_MADDE_77; 1_5_2709_MADDE_140; 1_5_4675_MADDE_2; 1_5_6087_MADDE_1; 1_5_5271_MADDE_30; 1_5_4675_MADDE_1,HUKUK MUHAKEMELERİ KANUNU m.183 | HAKİMLER VE SAVCILAR KANUNU m.1 | HAKİMLER VE SAVCILAR KANUNU m.47 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.31 | HAKİMLER VE SAVCILAR KANUNU m.77 | TÜRKİYE CUMHURİYETİ ANAYASASI m.140 | İNFAZ HÂKİMLİĞİ KANUNU m.2 | HÂKİMLER VE SAVCILAR KURULU KANUNU m.1 | CEZA MUHAKEMESİ KANUNU m.30 | İNFAZ HÂKİMLİĞİ KANUNU m.1,0.0972222222222222,0.0972222222222222,0.0,1.0,0.0,0.0,retrieval_miss
Q032,Ceza Muhakemesi Hukuku,easy,"""Naip hakim"" görevlendirilmesi hangi amaçla yapılır?","Naip hâkim, mahkemece bir delilin toplanması veya belirli bir usul işleminin yerine getirilmesi için görevlendirilen hâkimdir. Amaç, özellikle duruşma dışında yapılması gereken işlemlerin daha hızlı ve etkin biçimde gerçekleştirilmesidir.","1. **Kısa cevap**  
""Naip hâkim"" görevlendirilmesi, mahkeme başkanı tarafından, mahkemenin uyumlu, verimli ve düzenli çalışmasının sağlanması amacıyla, belirli tahkikat işlemlerinin yapılmasında destek sağlamak ve iş yükünü paylaşmak için yapılır.

2. **Şartlar / açıklama**  
Naip hâkimin görevlendirilmesi, tahkikatın heyetçe yürütüldüğü dava veya işlerde, mahkeme başkanının kararına dayanır. Bu görevlendirme, mahkemenin işleyişini kolaylaştırmak ve yargılama sürecinin aksamamasını sağlamak amacıyla yapılır. Naip hâkim, mahkeme başkanı tarafından üyelerden biri olarak seçilir ve belirli tahkikat işlemleriyle ilgili görevler üstlenir.

3. **Dayanak maddeler**  
- **HUKUK MUHAKEMELERİ KANUNU m.183/3**: ""Mahkeme başkanı, mahkemenin uyumlu, verimli ve düzenli çalışmasını sağlar ve bu yolda uygun göreceği önlemleri alır.""

4. **Not / sınırlılık**  
Bağlamda ""naip hâkim"" kavramı yalnızca Hukuk Muhakemeleri Kanunu m.183/3'te yer almakta olup, diğer mevzuatlarda bu ifadeye rastlanmamıştır. Bu nedenle, sadece bu maddeye dayanılarak açıklama yapılmıştır.",1_5_5271_MADDE_180,1_5_6100_MADDE_183; 1_5_2802_MADDE_47; 1_5_2802_MADDE_77; 1_5_6216_MADDE_31; 1_5_2802_MADDE_115; 1_5_4675_MADDE_3; 1_5_2709_MADDE_140; 1_5_2802_MADDE_1; 1_5_2802_MADDE_82; 1_5_5395_MADDE_28,HUKUK MUHAKEMELERİ KANUNU m.183 | HAKİMLER VE SAVCILAR KANUNU m.47 | HAKİMLER VE SAVCILAR KANUNU m.77 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.31 | HAKİMLER VE SAVCILAR KANUNU m.115 | İNFAZ HÂKİMLİĞİ KANUNU m.3 | TÜRKİYE CUMHURİYETİ ANAYASASI m.140 | HAKİMLER VE SAVCILAR KANUNU m.1 | HAKİMLER VE SAVCILAR KANUNU m.82 | ÇOCUK KORUMA KANUNU m.28,0.0975609756097561,0.0853658536585365,0.0,1.0,0.0,0.0,retrieval_miss
Q043,Ticaret Hukuku,easy,"Anonim şirketlerde ""azınlık hakları"" hangi orandaki pay sahiplerine tanınmıştır?","Anonim şirkette azınlık hakları, sermayenin en az onda birini temsil eden pay sahiplerine tanınır. Halka açık şirketlerde bu oran yirmide birdir.","1. **Kısa cevap:**  
Anonim şirketlerde ""azınlık hakları"", genellikle sermayesinin %50'sinden az pay sahipliğine sahip olanlara tanınır. Ancak, bu oranın net bir şekilde belirtildiği bir mevzuat maddesi bağlamda yer almamaktadır.

2. **Şartlar / açıklama:**  
Bağlamda yer alan mevzuat maddeleri, anonim şirketlerde azlık statüsünün genel olarak %50'den az pay sahipliğine sahip olanlar arasında olduğunu öngörmektedir. Ancak, ""azınlık hakları""nın hangi orandaki pay sahiplerine tanındığına dair net bir oran belirten bir madde bulunmamaktadır. Bazı maddelerde (örneğin 198, 201, 208, 478), pay sahipliğinin belirli oranlarda (örneğin %5, %10, %25, %33, %50) değişik hukuki sonuçlara yol açtığı belirtilmiştir. Ancak bu oranlar doğrudan ""azınlık hakları""nın tanındığı oranlar olarak yorumlanamaz.

3. **Dayanak maddeler:**  
- TÜRK TİCARET KANUNU m.198  
- TÜRK TİCARET KANUNU m.201  
- TÜRK TİCARET KANUNU m.208  
- TÜRK TİCARET KANUNU m.478  

4. **Not / sınırlılık:**  
Bağlamda ""azınlık hakları""nın hangi orandaki pay sahiplerine tanındığına dair net bir mevzuat maddesi bulunmamaktadır. Bu nedenle, genel hukuki anlayışa ve mevzuattaki pay sahipliği oranlarına dayanılarak bir tahmin yapılabilir, ancak bu tahmin mevzuatla doğrudan desteklenememektedir.",1_5_6102_MADDE_411,1_5_6102_MADDE_360; 1_5_6102_MADDE_478; 1_5_6362_MADDE_27; 1_5_6102_MADDE_208; 1_5_6102_MADDE_434; 1_5_6102_MADDE_198; 1_5_6102_MADDE_618; 1_5_6102_MADDE_201; 1_5_6102_MADDE_461; 1_5_6102_MADDE_577,TÜRK TİCARET KANUNU m.360 | TÜRK TİCARET KANUNU m.478 | SERMAYE PİYASASI KANUNU m.27 | TÜRK TİCARET KANUNU m.208 | TÜRK TİCARET KANUNU m.434 | TÜRK TİCARET KANUNU m.198 | TÜRK TİCARET KANUNU m.618 | TÜRK TİCARET KANUNU m.201 | TÜRK TİCARET KANUNU m.461 | TÜRK TİCARET KANUNU m.577,0.1047120418848167,0.0837696335078534,0.0,1.0,0.0,0.0,retrieval_miss
Q111,İş Hukuku,easy,4857 sayılı İş Kanunu'nun kapsamı genel olarak hangi işyerlerini ve çalışanları kapsar?,"İş Kanunu, 4 üncü maddede sayılan istisnalar dışında kalan işyerlerine, bu işyerlerinin işverenleri ile işveren vekillerine ve işçilerine uygulanır.","1. **Kısa cevap**  
4857 sayılı İş Kanunu, genel olarak sanayi, ticaret ve tarım/orman sektörlerinde çalışanları kapsar; ancak belirli istisnalar hariçtir.

2. **Şartlar / açıklama**  
İş Kanunu, sanayi, ticaret ve tarım/orman işlerinde çalışanları kapsar. Ancak, deniz ve hava taşımacılığı, 50'den az işçi çalıştıran tarım/orman işyerleri, aile ekonomisi içindeki tarımsal işler, aile içi iş ilişkileri, ev hizmetleri, sporcular, rehabilitasyon kapsamında çalışanlar ve bazı küçük ölçekli esnaflık işyerleri gibi belirli durumlarda uygulanmaz. Ayrıca, 4857 sayılı Kanunun kapsamı, işyerlerinin türüne ve çalışan sayısına göre değişiklik gösterebilir.

3. **Dayanak maddeler**  
- **İŞ KANUNU m.4**  
- **İŞ KANUNU m.111**

4. **Not / sınırlılık**  
Bu cevap, sadece verilen bağlamdaki mevzuat metinlerine dayanmaktadır. 4857 sayılı İş Kanunu'nun kapsamına ilişkin daha kapsamlı bilgi için ilgili mevzuatın tamamı ve diğer ilgili yasalar da incelenmelidir.",1_5_4857_MADDE_1,1_5_6331_MADDE_38; 1_5_4857_MADDE_4; 1_5_6331_MADDE_2; 1_5_4857_MADDE_113; 1_5_6331_MADDE_37; 1_5_4857_MADDE_2; 1_5_4857_MADDE_111; 1_5_4857_MADDE_3; 1_5_7330_MADDE_7; 1_5_6331_MADDE_3,İŞ SAĞLIĞI VE GÜVENLİĞİ KANUNU m.38 | İŞ KANUNU m.4 | İŞ SAĞLIĞI VE GÜVENLİĞİ KANUNU m.2 | İŞ KANUNU m.113 | İŞ SAĞLIĞI VE GÜVENLİĞİ KANUNU m.37 | İŞ KANUNU m.2 | İŞ KANUNU m.111 | İŞ KANUNU m.3 | MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ HAKKINDA KANUN m.7 | İŞ SAĞLIĞI VE GÜVENLİĞİ KANUNU m.3,0.1052631578947368,0.0789473684210526,0.0,1.0,1.0,0.0,retrieval_miss
Q107,Ticaret Hukuku,medium,Ticaret unvanı kullanılırken hangi ilke gözetilmelidir?,"Ticaret unvanı taciri ve işletmeyi tanıtmalı, kanuna ve dürüstlük kuralına aykırı şekilde yanıltıcı olmamalıdır.","1. **Kısa cevap:**  
Ticaret unvanı kullanılırken **ticari dürüstlük ilkesi** gözetilmelidir.

2. **Şartlar / açıklama:**  
Ticaret unvanı kullanılırken, üçüncü kişilerde yanlış bir görüşün oluşmasına sebep olacak, gerçeğe veya kamu düzenine aykırı olmayan, ticari dürüstlüğe aykırı olmayan şekilde kullanılmalıdır. Ayrıca, unvanın kullanılışı sırasında haksız rekabet, yanıltıcı bilgi verme veya başkasının ticaret unvanını tecavüz edici şekilde kullanma gibi durumlar yasaktır.

3. **Dayanak maddeler:**  
- TÜRK TİCARET KANUNU m.46  
- TÜRK TİCARET KANUNU m.52  
- TÜRK TİCARET KANUNU m.50  

4. **Not / sınırlılık:**  
Ticari dürüstlüğe aykırı bir şekilde ticaret unvanı kullanılırsa, hak sahibi tescilli ticaret unvanının değiştirilmesini veya silinmesini, tecavüzün sonucunu ortadan kaldırılmasını ve zarar durumunda tazminat talep edebilir. Bu ilke, yalnızca ticaret unvanı bağlamında değil, genel ticari faaliyetlerde de geçerlidir.",1_5_6102_MADDE_39,1_5_6102_MADDE_46; 1_5_6102_MADDE_43; 1_5_6102_MADDE_49; 1_5_6102_MADDE_52; 1_5_6102_MADDE_48; 1_5_6102_MADDE_41; 1_5_6102_MADDE_18; 1_5_6102_MADDE_44; 1_5_6769_MADDE_47; 1_5_6102_MADDE_50,TÜRK TİCARET KANUNU m.46 | TÜRK TİCARET KANUNU m.43 | TÜRK TİCARET KANUNU m.49 | TÜRK TİCARET KANUNU m.52 | TÜRK TİCARET KANUNU m.48 | TÜRK TİCARET KANUNU m.41 | TÜRK TİCARET KANUNU m.18 | TÜRK TİCARET KANUNU m.44 | SINAİ MÜLKİYET KANUNU m.47 | TÜRK TİCARET KANUNU m.50,0.106060606060606,0.0909090909090909,0.0,1.0,0.0,0.0,retrieval_miss
Q005,Anayasa Hukuku,medium,"Kanun Hükmünde Kararnamelerin (KHK) yerini alan ""Cumhurbaşkanlığı Kararnameleri"" hangi konularda düzenlenemez?","Cumhurbaşkanlığı kararnameleri; temel haklar, kişi hakları ve ödevleri ile siyasi haklar ve ödevler alanında düzenleme yapamaz. Kanunda açıkça düzenlenen konularda da kararname çıkarılamaz; kanun ile kararname çatışırsa kanun uygulanır.","1. **Kısa cevap:**  
Cumhurbaşkanlığı Kararnameleri, olağanüstü hal dışındaki konularda düzenlenemez.

2. **Şartlar / açıklama:**  
Cumhurbaşkanlığı Kararnameleri yalnızca olağanüstü hal süresince ve olağanüstü halin gerekli kıldığı konularda çıkarılabilir. Anayasa ve mevzuatta belirtilen genel yürütme yetkileri çerçevesinde değil, sadece olağanüstü hallerde özel yetki çerçevesinde çıkarılabilirler. Bu nedenle, olağanüstü halin kapsamı dışındaki konulara ilişkin kararnameler çıkarılamaz.

3. **Dayanak maddeler:**  
- **OLAĞANÜSTÜ HAL KANUNU m.4:**  
  ""Olağanüstü hal süresince, Cumhurbaşkanı olağanüstü halin gerekli kıldığı konularda Anayasanın 91 inci maddesindeki kısıtlamalara ve usule bağlı olmaksızın, kanun hükmünde kararnamemeler çıkarabilir.""

4. **Not / sınırlılık:**  
Bu cevap yalnızca verilen bağlamdaki mevzuat metinlerine dayanmaktadır. Olağanüstü halin kapsamı ve Cumhurbaşkanlığı kararnamelerinin yetkileri hakkında daha geniş bilgi için Anayasa ve ilgili diğer mevzuatlar da incelenmelidir.",1_5_2709_MADDE_104,1_5_2935_MADDE_4; 1_5_5840_MADDE_8; 1_5_2946_MADDE_14; 1_5_3686_MADDE_10; 1_5_2935_MADDE_3; 1_5_2709_MADDE_124; 1_5_2565_MADDE_37; 1_5_3011_MADDE_5; 1_5_244_MADDE_10; 1_3_2489_GEÇİCİ_MADDE_4,OLAĞANÜSTÜ HAL KANUNU m.4 | KADIN ERKEK FIRSAT EŞİTLİĞİ KOMİSYONU KANUNU m.8 | KAMU KONUTLARI KANUNU m.14 | İNSAN HAKLARINI İNCELEME KOMİSYONU KANUNU m.10 | OLAĞANÜSTÜ HAL KANUNU m.3 | TÜRKİYE CUMHURİYETİ ANAYASASI m.124 | ASKERİ YASAK BÖLGELER VE GÜVENLİK BÖLGELERİ KANUNU m.37 | RESMİ GAZETE'DE YAYIMLANACAK OLAN YÖNETMELİKLER HAKKINDA KANUN m.5 | BAZI ANDLAŞMALARIN YAPILMASI İÇİN CUMHURBAŞKANINA YETKİ VERİLMESİ HAKKINDA KANUN m.10 | KEFALET KANUNU geçici m.4,0.1134751773049645,0.0851063829787233,0.0,1.0,0.0,0.0,retrieval_miss
Q128,Anayasa Hukuku,medium,Usulsüz olarak elde edilen bulguların yargılamadaki durumu nedir?,Kanuna aykırı olarak elde edilmiş bulgular delil olarak kabul edilemez.,"1. **Kısa cevap**  
Usulsüz olarak elde edilen bulgular, hukuka aykırı usullerle elde edilmişse, yargılamada delil olarak değerlendirilemez.

2. **Şartlar / açıklama**  
Usulsüz olarak elde edilen bulguların, yani hukuka aykırı usullerle toplanmış delillerin, yargılamada dikkate alınmaması, hukukun genel ilkeleri ve mevzuattaki açık ifadelerle desteklenmektedir. Bu durumda, mahkemeler bu tür delilleri bir vakıanın ispatında kullanamaz. Ayrıca, ceza muhakemesi kanununda da yasak usullerle elde edilen ifadelerin delil olarak değerlendirilemeyeceği belirtilmiştir.

3. **Dayanak maddeler**  
- **HUKUK MUHAKEMELERİ KANUNU m.189/2**: ""Hukuka aykırı olarak elde edilmiş olan deliller, mahkeme tarafından bir vakıanın ispatında dikkate alınamaz.""  
- **CEZA MUHAKEMESİ KANUNU m.206/2/a**: ""Delil, kanuna aykırı olarak elde edilmişse reddolunur.""

4. **Not / sınırlılık**  
Bu hükümler, genel olarak hukuka aykırı usullerle elde edilen delillerin delil olarak kabul edilemeyeceği ilkesini yansıtmaktadır. Ancak, özel durumlarda veya özel kanunlarla belirlenmiş usuller çerçevesinde bu durumun değerlendirilmesi farklı olabilir. Verilen bağlamda bu tür özel durumlar yer almamaktadır.",1_5_2709_MADDE_38,1_5_6100_MADDE_189; 1_5_5271_MADDE_148; 1_5_5271_MADDE_217; 1_5_6100_MADDE_25; 1_5_6100_MADDE_385; 1_5_5271_MADDE_206; 1_5_6100_MADDE_187; 1_5_6100_MADDE_375; 1_5_5271_MADDE_78; 1_5_5271_MADDE_20,HUKUK MUHAKEMELERİ KANUNU m.189 | CEZA MUHAKEMESİ KANUNU m.148 | CEZA MUHAKEMESİ KANUNU m.217 | HUKUK MUHAKEMELERİ KANUNU m.25 | HUKUK MUHAKEMELERİ KANUNU m.385 | CEZA MUHAKEMESİ KANUNU m.206 | HUKUK MUHAKEMELERİ KANUNU m.187 | HUKUK MUHAKEMELERİ KANUNU m.375 | CEZA MUHAKEMESİ KANUNU m.78 | CEZA MUHAKEMESİ KANUNU m.20,0.1168831168831168,0.0909090909090909,0.0,1.0,0.0,0.0,retrieval_miss
Q104,Ticaret Hukuku,medium,Anonim şirketlerde azınlık hakları için sermayenin hangi oranı gerekir?,"Halka açık olmayan anonim şirketlerde sermayenin en az onda birini, halka açık şirketlerde ise en az yirmide birini temsil eden pay sahipleri azınlık sayılır.","1. **Kısa cevap:**  
Anonim şirketlerde azınlık hakları doğrudan sermayenin belirli bir oranına dayanmamaktadır. Ancak, genel kurul toplantılarında oy kullanma ve karar alma hakkına sahip olmak için genellikle sermayenin en az dörtte birini (yüzde 25'ini) karşılayan pay sahipleri gereklidir.

2. **Şartlar / açıklama:**  
Azınlık hakları doğrudan sermayenin bir oranına değil, şirketin organlarında (özellikle genel kurulda) söz sahibi olabilme ve şirket politikalarına etki edebilme kapasitesine dayanır. Türk Ticaret Kanunu'nda genel kurul toplantılarında kararların geçerli olabilmesi için sermayenin en az dörtte birini karşılayan pay sahiplerinin varlığı gerekir. Bu oran, azınlık pay sahiplerinin etkin bir şekilde şirket yönetimine dahil olabilmesi açısından önemli bir dayanak niteliğindedir.

3. **Dayanak maddeler:**  
- **TÜRK TİCARET KANUNU m.418**  
- **TÜRK TİCARET KANUNU m.439**  
- **TÜRK TİCARET KANUNU m.198**

4. **Not / sınırlılık:**  
Azınlık hakları doğrudan bir sermaye oranı ile değil, şirketin iç düzeni ve pay sahiplerinin etkinliği ile ilişkilidir. Bağlamda doğrudan ""azınlık hakları için gerekli sermaye oranı""na dair bir hüküm bulunmamaktadır. Bu nedenle, soruya doğrudan cevap verecek bir mevzuat metni mevcut değildir.",1_5_6102_MADDE_411,1_5_6102_MADDE_478; 1_5_6102_MADDE_208; 1_5_6102_MADDE_439; 1_5_6102_MADDE_418; 1_5_6102_MADDE_198; 1_5_6102_MADDE_461; 1_5_4632_MADDE_13; 1_5_6102_MADDE_591; 1_5_6362_MADDE_27; 1_5_6102_GEÇİCİ_MADDE_15,TÜRK TİCARET KANUNU m.478 | TÜRK TİCARET KANUNU m.208 | TÜRK TİCARET KANUNU m.439 | TÜRK TİCARET KANUNU m.418 | TÜRK TİCARET KANUNU m.198 | TÜRK TİCARET KANUNU m.461 | BİREYSEL EMEKLİLİK TASARRUF VE YATIRIM SİSTEMİ KANUNU m.13 | TÜRK TİCARET KANUNU m.591 | SERMAYE PİYASASI KANUNU m.27 | TÜRK TİCARET KANUNU geçici m.15,0.1256544502617801,0.1151832460732984,0.0,1.0,0.0,0.0,retrieval_miss
